,longitude,latitude
3234,-117.86,34.09
3235,-117.86,34.08
3236,-117.86,34.02
3237,-117.86,34.01
3238,-117.86,33.99
3239,-117.86,33.91
3240,-117.86,33.9
3241,-117.86,33.9
3242,-117.86,33.88
3243,-117.86,33.88
3244,-117.86,33.87
3245,-117.86,33.87
3246,-117.86,33.85
3247,-117.86,33.84
3248,-117.86,33.82
3249,-117.86,33.8
3250,-117.86,33.8
3251,-117.86,33.79
3252,-117.86,33.79
3253,-117.86,33.79
3254,-117.86,33.78
3255,-117.86,33.78
3256,-117.86,33.77
3257,-117.86,33.76
3258,-117.86,33.75
3259,-117.86,33.75
3260,-117.86,33.75
3261,-117.86,33.75
3262,-117.86,33.75
3263,-117.86,33.74
3264,-117.86,33.74
3265,-117.86,33.74
3266,-117.86,33.73
3267,-117.86,33.73
3268,-117.86,33.73
3269,-117.86,33.73
3270,-117.86,33.73
3271,-117.86,33.72
3272,-117.86,33.72
3273,-117.86,33.71
3274,-117.86,33.71
3275,-117.86,33.67
3276,-117.86,33.65
3277,-117.86,33.63
3278,-117.86,33.62
3279,-117.86,33.62
3280,-117.86,33.61
3281,-117.86,33.6
3282,-117.87,35.73
3283,-117.87,34.15
3284,-117.87,34.14
3285,-117.87,34.13
3286,-117.87,34.12
3287,-117.87,34.11
3288,-117.87,34.1
3289,-117.87,34.1
3290,-117.87,34.09
3291,-117.87,34.09
3292,-117.87,34.08
3293,-117.87,34.08
3294,-117.87,34.07
3295,-117.87,34.06
3296,-117.87,34.04
3297,-117.87,33.92
3298,-117.87,33.9
3299,-117.87,33.89
3300,-117.87,33.89
3301,-117.87,33.89
3302,-117.87,33.89
3303,-117.87,33.88
3304,-117.87,33.88
3305,-117.87,33.88
3306,-117.87,33.88
3307,-117.87,33.87
3308,-117.87,33.87
3309,-117.87,33.87
3310,-117.87,33.86
3311,-117.87,33.86
3312,-117.87,33.85
3313,-117.87,33.84
3314,-117.87,33.84
3315,-117.87,33.84
3316,-117.87,33.82
3317,-117.87,33.81
3318,-117.87,33.78
3319,-117.87,33.78
3320,-117.87,33.78
3321,-117.87,33.77
3322,-117.87,33.76
3323,-117.87,33.75
3324,-117.87,33.75
3325,-117.87,33.75
3326,-117.87,33.74
3327,-117.87,33.74
3328,-117.87,33.73
3329,-117.87,33.72
3330,-117.87,33.72
3331,-117.87,33.71
3332,-117.87,33.71
3333,-117.87,33.7
3334,-117.87,33.69
3335,-117.87,33.64
3336,-117.87,33.63
3337,-117.87,33.62
3338,-117.87,33.62
3339,-117.87,33.61
3340,-117.87,33.6
3341,-117.87,33.6
3342,-117.87,33.6
3343,-117.87,33.6
3344,-117.87,33.59
3345,-117.88,34.14
3346,-117.88,34.14
3347,-117.88,34.13
3348,-117.88,34.12
3349,-117.88,34.12
3350,-117.88,34.12
3351,-117.88,34.12
3352,-117.88,34.11
3353,-117.88,34.1
3354,-117.88,34.09
3355,-117.88,34.08
3356,-117.88,34.06
3357,-117.88,34.01
3358,-117.88,34.0
3359,-117.88,33.96
3360,-117.88,33.93
3361,-117.88,33.9
3362,-117.88,33.89
3363,-117.88,33.89
3364,-117.88,33.89
3365,-117.88,33.89
3366,-117.88,33.87
3367,-117.88,33.85
3368,-117.88,33.85
3369,-117.88,33.85
3370,-117.88,33.85
3371,-117.88,33.84
3372,-117.88,33.84
3373,-117.88,33.84
3374,-117.88,33.83
3375,-117.88,33.82
3376,-117.88,33.82
3377,-117.88,33.78
3378,-117.88,33.78
3379,-117.88,33.77
3380,-117.88,33.76
3381,-117.88,33.75
3382,-117.88,33.75
3383,-117.88,33.75
3384,-117.88,33.74
3385,-117.88,33.74
3386,-117.88,33.74
3387,-117.88,33.74
3388,-117.88,33.74
3389,-117.88,33.73
3390,-117.88,33.73
3391,-117.88,33.71
3392,-117.88,33.71
3393,-117.88,33.7
3394,-117.88,33.7
3395,-117.88,33.7
3396,-117.88,33.7
3397,-117.88,33.69
3398,-117.88,33.66
3399,-117.88,33.65
3400,-117.88,33.64
3401,-117.88,33.63
3402,-117.88,33.6
3403,-117.88,33.55
3404,-117.89,34.14
3405,-117.89,34.13
3406,-117.89,34.12
3407,-117.89,34.12
3408,-117.89,34.12
3409,-117.89,34.11
3410,-117.89,34.11
3411,-117.89,34.1
3412,-117.89,34.1
3413,-117.89,34.1
3414,-117.89,34.09
3415,-117.89,34.09
3416,-117.89,34.09
3417,-117.89,34.09
3418,-117.89,34.08
3419,-117.89,34.08
3420,-117.89,34.07
3421,-117.89,34.07
3422,-117.89,34.07
3423,-117.89,34.01
3424,-117.89,33.99
3425,-117.89,33.98
3426,-117.89,33.94
3427,-117.89,33.92
3428,-117.89,33.92
3429,-117.89,33.92
3430,-117.89,33.9
3431,-117.89,33.9
3432,-117.89,33.89
3433,-117.89,33.88
3434,-117.89,33.88
3435,-117.89,33.88
3436,-117.89,33.87
3437,-117.89,33.87
3438,-117.89,33.86
3439,-117.89,33.85
3440,-117.89,33.84
3441,-117.89,33.84
3442,-117.89,33.83
3443,-117.89,33.82
3444,-117.89,33.82
3445,-117.89,33.82
3446,-117.89,33.8
3447,-117.89,33.78
3448,-117.89,33.77
3449,-117.89,33.76
3450,-117.89,33.75
3451,-117.89,33.75
3452,-117.89,33.74
3453,-117.89,33.74
3454,-117.89,33.74
3455,-117.89,33.74
3456,-117.89,33.72
3457,-117.89,33.72
3458,-117.89,33.71
3459,-117.89,33.71
3460,-117.89,33.71
3461,-117.89,33.7
3462,-117.89,33.68
3463,-117.89,33.68
3464,-117.89,33.66
3465,-117.89,33.66
3466,-117.89,33.62
3467,-117.89,33.61
3468,-117.89,33.61
3469,-117.89,33.61
3470,-117.9,34.14
3471,-117.9,34.14
3472,-117.9,34.13
3473,-117.9,34.13
3474,-117.9,34.13
3475,-117.9,34.12
3476,-117.9,34.12
3477,-117.9,34.12
3478,-117.9,34.11
3479,-117.9,34.1
3480,-117.9,34.1
3481,-117.9,34.09
3482,-117.9,34.08
3483,-117.9,34.08
3484,-117.9,34.07
3485,-117.9,34.06
3486,-117.9,34.06
3487,-117.9,34.06
3488,-117.9,34.05
3489,-117.9,34.04
3490,-117.9,34.02
3491,-117.9,34.01
3492,-117.9,33.99
3493,-117.9,33.98
3494,-117.9,33.97
3495,-117.9,33.93
3496,-117.9,33.92
3497,-117.9,33.91
3498,-117.9,33.91
3499,-117.9,33.9
3500,-117.9,33.88
3501,-117.9,33.88
3502,-117.9,33.88
3503,-117.9,33.87
3504,-117.9,33.85
3505,-117.9,33.85
3506,-117.9,33.84
3507,-117.9,33.83
3508,-117.9,33.83
3509,-117.9,33.82
3510,-117.9,33.8
3511,-117.9,33.8
3512,-117.9,33.8
3513,-117.9,33.8
3514,-117.9,33.77
3515,-117.9,33.76
3516,-117.9,33.75
3517,-117.9,33.75
3518,-117.9,33.74
3519,-117.9,33.74
3520,-117.9,33.74
3521,-117.9,33.74
3522,-117.9,33.74
3523,-117.9,33.73
3524,-117.9,33.73
3525,-117.9,33.73
3526,-117.9,33.72
3527,-117.9,33.72
3528,-117.9,33.71
3529,-117.9,33.71
3530,-117.9,33.71
3531,-117.9,33.7
3532,-117.9,33.7
3533,-117.9,33.69
3534,-117.9,33.68
3535,-117.9,33.67
3536,-117.9,33.67
3537,-117.9,33.66
3538,-117.9,33.66
3539,-117.9,33.66
3540,-117.9,33.65
3541,-117.9,33.65
3542,-117.9,33.65
3543,-117.9,33.64
3544,-117.9,33.64
3545,-117.9,33.63
3546,-117.9,33.63
3547,-117.9,33.63
3548,-117.9,33.63
3549,-117.9,33.61
3550,-117.9,33.61
3551,-117.9,33.61
3552,-117.91,34.14
3553,-117.91,34.13
3554,-117.91,34.12
3555,-117.91,34.12
3556,-117.91,34.11
3557,-117.91,34.1
3558,-117.91,34.1
3559,-117.91,34.08
3560,-117.91,34.08
3561,-117.91,34.07
3562,-117.91,34.07
3563,-117.91,34.06
3564,-117.91,34.05
3565,-117.91,34.04
3566,-117.91,34.02
3567,-117.91,34.02
3568,-117.91,33.93
3569,-117.91,33.92
3570,-117.91,33.91
3571,-117.91,33.91
3572,-117.91,33.91
3573,-117.91,33.91
3574,-117.91,33.9
3575,-117.91,33.89
3576,-117.91,33.87
3577,-117.91,33.86
3578,-117.91,33.85
3579,-117.91,33.85
3580,-117.91,33.84
3581,-117.91,33.84
3582,-117.91,33.83
3583,-117.91,33.83
3584,-117.91,33.83
3585,-117.91,33.81
3586,-117.91,33.79
3587,-117.91,33.78
3588,-117.91,33.78
3589,-117.91,33.77
3590,-117.91,33.76
3591,-117.91,33.76
3592,-117.91,33.75
3593,-117.91,33.74
3594,-117.91,33.74
3595,-117.91,33.73
3596,-117.91,33.72
3597,-117.91,33.71
3598,-117.91,33.69
3599,-117.91,33.67
3600,-117.91,33.67
3601,-117.91,33.66
3602,-117.91,33.65
3603,-117.91,33.65
3604,-117.91,33.65
3605,-117.91,33.64
3606,-117.91,33.64
3607,-117.91,33.64
3608,-117.91,33.64
3609,-117.91,33.63
3610,-117.91,33.63
3611,-117.91,33.63
3612,-117.91,33.63
3613,-117.91,33.62
3614,-117.91,33.62
3615,-117.91,33.61
3616,-117.91,33.61
3617,-117.91,33.61
3618,-117.91,33.61
3619,-117.92,34.59
3620,-117.92,34.13
3621,-117.92,34.11
3622,-117.92,34.1
3623,-117.92,34.1
3624,-117.92,34.09
3625,-117.92,34.08
3626,-117.92,34.08
3627,-117.92,34.08
3628,-117.92,34.08
3629,-117.92,34.08
3630,-117.92,34.07
3631,-117.92,34.07
3632,-117.92,34.07
3633,-117.92,34.06
3634,-117.92,34.06
3635,-117.92,34.05
3636,-117.92,34.03
3637,-117.92,34.03
3638,-117.92,34.01
3639,-117.92,34.0
3640,-117.92,33.98
3641,-117.92,33.94
3642,-117.92,33.94
3643,-117.92,33.93
3644,-117.92,33.92
3645,-117.92,33.91
3646,-117.92,33.91
3647,-117.92,33.89
3648,-117.92,33.89
3649,-117.92,33.88
3650,-117.92,33.88
3651,-117.92,33.88
3652,-117.92,33.87
3653,-117.92,33.87
3654,-117.92,33.86
3655,-117.92,33.85
3656,-117.92,33.84
3657,-117.92,33.84
3658,-117.92,33.83
3659,-117.92,33.83
3660,-117.92,33.83
3661,-117.92,33.83
3662,-117.92,33.82
3663,-117.92,33.82
3664,-117.92,33.81
3665,-117.92,33.8
3666,-117.92,33.79
3667,-117.92,33.79
3668,-117.92,33.78
3669,-117.92,33.77
3670,-117.92,33.75
3671,-117.92,33.75
3672,-117.92,33.75
3673,-117.92,33.74
3674,-117.92,33.74
3675,-117.92,33.74
3676,-117.92,33.73
3677,-117.92,33.72
3678,-117.92,33.7
3679,-117.92,33.68
3680,-117.92,33.68
3681,-117.92,33.67
3682,-117.92,33.65
3683,-117.92,33.65
3684,-117.92,33.65
3685,-117.92,33.64
3686,-117.92,33.64
3687,-117.92,33.63
3688,-117.92,33.63
3689,-117.92,33.63
3690,-117.92,33.62
3691,-117.92,33.62
3692,-117.92,33.61
3693,-117.92,33.61
3694,-117.92,33.61
3695,-117.92,33.61
3696,-117.92,33.57
3697,-117.93,34.57
3698,-117.93,34.15
3699,-117.93,34.12
3700,-117.93,34.09
3701,-117.93,34.09
3702,-117.93,34.09
3703,-117.93,34.08
3704,-117.93,34.08
3705,-117.93,34.08
3706,-117.93,34.08
3707,-117.93,34.07
3708,-117.93,34.07
3709,-117.93,34.06
3710,-117.93,34.06
3711,-117.93,34.05
3712,-117.93,34.05
3713,-117.93,34.04
3714,-117.93,34.03
3715,-117.93,34.03
3716,-117.93,34.01
3717,-117.93,34.01
3718,-117.93,33.95
3719,-117.93,33.94
3720,-117.93,33.94
3721,-117.93,33.93
3722,-117.93,33.93
3723,-117.93,33.9
3724,-117.93,33.88
3725,-117.93,33.88
3726,-117.93,33.88
3727,-117.93,33.87
3728,-117.93,33.87
3729,-117.93,33.87
3730,-117.93,33.87
3731,-117.93,33.86
3732,-117.93,33.86
3733,-117.93,33.86
3734,-117.93,33.86
3735,-117.93,33.85
3736,-117.93,33.85
3737,-117.93,33.85
3738,-117.93,33.85
3739,-117.93,33.85
3740,-117.93,33.84
3741,-117.93,33.84
3742,-117.93,33.84
3743,-117.93,33.83
3744,-117.93,33.82
3745,-117.93,33.81
3746,-117.93,33.8
3747,-117.93,33.8
3748,-117.93,33.79
3749,-117.93,33.79
3750,-117.93,33.77
3751,-117.93,33.76
3752,-117.93,33.76
3753,-117.93,33.76
3754,-117.93,33.75
3755,-117.93,33.74
3756,-117.93,33.74
3757,-117.93,33.74
3758,-117.93,33.73
3759,-117.93,33.72
3760,-117.93,33.69
3761,-117.93,33.69
3762,-117.93,33.67
3763,-117.93,33.66
3764,-117.93,33.65
3765,-117.93,33.65
3766,-117.93,33.65
3767,-117.93,33.65
3768,-117.93,33.65
3769,-117.93,33.64
3770,-117.93,33.64
3771,-117.93,33.64
3772,-117.93,33.63
3773,-117.93,33.62
3774,-117.93,33.62
3775,-117.93,33.62
3776,-117.93,33.61
3777,-117.94,34.15
3778,-117.94,34.14
3779,-117.94,34.1
3780,-117.94,34.09
3781,-117.94,34.08
3782,-117.94,34.08
3783,-117.94,34.07
3784,-117.94,34.06
3785,-117.94,34.05
3786,-117.94,34.05
3787,-117.94,34.04
3788,-117.94,34.04
3789,-117.94,34.03
3790,-117.94,34.03
3791,-117.94,34.02
3792,-117.94,33.99
3793,-117.94,33.94
3794,-117.94,33.94
3795,-117.94,33.93
3796,-117.94,33.92
3797,-117.94,33.91
3798,-117.94,33.9
3799,-117.94,33.89
3800,-117.94,33.88
3801,-117.94,33.88
3802,-117.94,33.86
3803,-117.94,33.86
3804,-117.94,33.85
3805,-117.94,33.84
3806,-117.94,33.83
3807,-117.94,33.82
3808,-117.94,33.82
3809,-117.94,33.82
3810,-117.94,33.82
3811,-117.94,33.81
3812,-117.94,33.81
3813,-117.94,33.81
3814,-117.94,33.81
3815,-117.94,33.78
3816,-117.94,33.78
3817,-117.94,33.78
3818,-117.94,33.77
3819,-117.94,33.77
3820,-117.94,33.76
3821,-117.94,33.76
3822,-117.94,33.75
3823,-117.94,33.74
3824,-117.94,33.71
3825,-117.94,33.68
3826,-117.94,33.67
3827,-117.94,33.66
3828,-117.94,33.65
3829,-117.94,33.65
3830,-117.94,33.64
3831,-117.94,33.64
3832,-117.94,33.62
3833,-117.95,35.13
3834,-117.95,34.16
3835,-117.95,34.11
3836,-117.95,34.09
3837,-117.95,34.09
3838,-117.95,34.08
3839,-117.95,34.07
3840,-117.95,34.06
3841,-117.95,34.05
3842,-117.95,34.05
3843,-117.95,34.04
3844,-117.95,34.04
3845,-117.95,34.03
3846,-117.95,34.03
3847,-117.95,34.03
3848,-117.95,34.02
3849,-117.95,34.02
3850,-117.95,34.0
3851,-117.95,33.99
3852,-117.95,33.99
3853,-117.95,33.99
3854,-117.95,33.98
3855,-117.95,33.97
3856,-117.95,33.95
3857,-117.95,33.94
3858,-117.95,33.94
3859,-117.95,33.93
3860,-117.95,33.92
3861,-117.95,33.92
3862,-117.95,33.92
3863,-117.95,33.92
3864,-117.95,33.89
3865,-117.95,33.88
3866,-117.95,33.87
3867,-117.95,33.87
3868,-117.95,33.86
3869,-117.95,33.86
3870,-117.95,33.85
3871,-117.95,33.84
3872,-117.95,33.84
3873,-117.95,33.84
3874,-117.95,33.83
3875,-117.95,33.83
3876,-117.95,33.83
3877,-117.95,33.82
3878,-117.95,33.82
3879,-117.95,33.82
3880,-117.95,33.81
3881,-117.95,33.81
3882,-117.95,33.8
3883,-117.95,33.79
3884,-117.95,33.78
3885,-117.95,33.78
3886,-117.95,33.78
3887,-117.95,33.77
3888,-117.95,33.77
3889,-117.95,33.76
3890,-117.95,33.75
3891,-117.95,33.75
3892,-117.95,33.74
3893,-117.95,33.74
3894,-117.95,33.74
3895,-117.95,33.72
3896,-117.95,33.71
3897,-117.95,33.71
3898,-117.95,33.7
3899,-117.95,33.69
3900,-117.95,33.69
3901,-117.95,33.68
3902,-117.95,33.68
3903,-117.95,33.68
3904,-117.95,33.67
3905,-117.95,33.67
3906,-117.95,33.66
3907,-117.95,33.66
3908,-117.95,33.63
3909,-117.95,33.63
3910,-117.95,33.63
3911,-117.96,34.71
3912,-117.96,34.48
3913,-117.96,34.14
3914,-117.96,34.14
3915,-117.96,34.1
3916,-117.96,34.1
3917,-117.96,34.09
3918,-117.96,34.09
3919,-117.96,34.08
3920,-117.96,34.08
3921,-117.96,34.08
3922,-117.96,34.07
3923,-117.96,34.07
3924,-117.96,34.06
3925,-117.96,34.06
3926,-117.96,34.05
3927,-117.96,34.05
3928,-117.96,34.05
3929,-117.96,34.04
3930,-117.96,34.04
3931,-117.96,34.04
3932,-117.96,34.03
3933,-117.96,34.03
3934,-117.96,34.02
3935,-117.96,34.0
3936,-117.96,33.99
3937,-117.96,33.99
3938,-117.96,33.94
3939,-117.96,33.94
3940,-117.96,33.93
3941,-117.96,33.93
3942,-117.96,33.93
3943,-117.96,33.92
3944,-117.96,33.9
3945,-117.96,33.9
3946,-117.96,33.89
3947,-117.96,33.88
3948,-117.96,33.87
3949,-117.96,33.87
3950,-117.96,33.86
3951,-117.96,33.86
3952,-117.96,33.86
3953,-117.96,33.85
3954,-117.96,33.85
3955,-117.96,33.84
3956,-117.96,33.83
3957,-117.96,33.83
3958,-117.96,33.83
3959,-117.96,33.82
3960,-117.96,33.82
3961,-117.96,33.82
3962,-117.96,33.81
3963,-117.96,33.81
3964,-117.96,33.81
3965,-117.96,33.81
3966,-117.96,33.8
3967,-117.96,33.8
3968,-117.96,33.8
3969,-117.96,33.79
3970,-117.96,33.78
3971,-117.96,33.78
3972,-117.96,33.78
3973,-117.96,33.77
3974,-117.96,33.76
3975,-117.96,33.76
3976,-117.96,33.75
3977,-117.96,33.75
3978,-117.96,33.75
3979,-117.96,33.74
3980,-117.96,33.73
3981,-117.96,33.72
3982,-117.96,33.71
3983,-117.96,33.71
3984,-117.96,33.7
3985,-117.96,33.69
3986,-117.96,33.68
3987,-117.96,33.68
3988,-117.96,33.68
3989,-117.96,33.67
3990,-117.96,33.66
3991,-117.96,33.65
3992,-117.96,33.65
3993,-117.96,33.65
3994,-117.96,33.65
3995,-117.96,33.6
3996,-117.97,34.17
3997,-117.97,34.14
3998,-117.97,34.14
3999,-117.97,34.13
4000,-117.97,34.13
4001,-117.97,34.11
4002,-117.97,34.1
4003,-117.97,34.1
4004,-117.97,34.09
4005,-117.97,34.09
4006,-117.97,34.08
4007,-117.97,34.08
4008,-117.97,34.07
4009,-117.97,34.06
4010,-117.97,34.06
4011,-117.97,34.05
4012,-117.97,34.05
4013,-117.97,34.05
4014,-117.97,34.05
4015,-117.97,34.04
4016,-117.97,34.04
4017,-117.97,34.01
4018,-117.97,34.01
4019,-117.97,34.0
4020,-117.97,33.99
4021,-117.97,33.99
4022,-117.97,33.96
4023,-117.97,33.94
4024,-117.97,33.94
4025,-117.97,33.94
4026,-117.97,33.93
4027,-117.97,33.93
4028,-117.97,33.93
4029,-117.97,33.89
4030,-117.97,33.89
4031,-117.97,33.89
4032,-117.97,33.88
4033,-117.97,33.88
4034,-117.97,33.87
4035,-117.97,33.86
4036,-117.97,33.86
4037,-117.97,33.85
4038,-117.97,33.85
4039,-117.97,33.84
4040,-117.97,33.84
4041,-117.97,33.83
4042,-117.97,33.83
4043,-117.97,33.82
4044,-117.97,33.81
4045,-117.97,33.81
4046,-117.97,33.79
4047,-117.97,33.79
4048,-117.97,33.78
4049,-117.97,33.77
4050,-117.97,33.77
4051,-117.97,33.77
4052,-117.97,33.76
4053,-117.97,33.76
4054,-117.97,33.76
4055,-117.97,33.75
4056,-117.97,33.74
4057,-117.97,33.74
4058,-117.97,33.73
4059,-117.97,33.73
4060,-117.97,33.71
4061,-117.97,33.71
4062,-117.97,33.69
4063,-117.97,33.68
4064,-117.97,33.68
4065,-117.97,33.68
4066,-117.97,33.67
4067,-117.97,33.67
4068,-117.97,33.66
4069,-117.97,33.66
4070,-117.97,33.65
4071,-117.97,33.63
4072,-117.98,35.13
4073,-117.98,35.1
4074,-117.98,34.53
4075,-117.98,34.14
4076,-117.98,34.14
4077,-117.98,34.13
4078,-117.98,34.13
4079,-117.98,34.09
4080,-117.98,34.08
4081,-117.98,34.07
4082,-117.98,34.07
4083,-117.98,34.06
4084,-117.98,34.06
4085,-117.98,34.05
4086,-117.98,34.05
4087,-117.98,34.04
4088,-117.98,34.04
4089,-117.98,34.03
4090,-117.98,34.02
4091,-117.98,34.02
4092,-117.98,34.0
4093,-117.98,33.98
4094,-117.98,33.94
4095,-117.98,33.93
4096,-117.98,33.92
4097,-117.98,33.91
4098,-117.98,33.9
4099,-117.98,33.87
4100,-117.98,33.87
4101,-117.98,33.86
4102,-117.98,33.86
4103,-117.98,33.84
4104,-117.98,33.84
4105,-117.98,33.84
4106,-117.98,33.83
4107,-117.98,33.82
4108,-117.98,33.82
4109,-117.98,33.81
4110,-117.98,33.81
4111,-117.98,33.81
4112,-117.98,33.8
4113,-117.98,33.8
4114,-117.98,33.79
4115,-117.98,33.78
4116,-117.98,33.77
4117,-117.98,33.77
4118,-117.98,33.76
4119,-117.98,33.76
4120,-117.98,33.76
4121,-117.98,33.75
4122,-117.98,33.75
4123,-117.98,33.75
4124,-117.98,33.74
4125,-117.98,33.74
4126,-117.98,33.73
4127,-117.98,33.72
4128,-117.98,33.72
4129,-117.98,33.71
4130,-117.98,33.71
4131,-117.98,33.71
4132,-117.98,33.7
4133,-117.98,33.7
4134,-117.98,33.7
4135,-117.98,33.7
4136,-117.98,33.69
4137,-117.98,33.69
4138,-117.98,33.68
4139,-117.98,33.68
4140,-117.98,33.67
4141,-117.98,33.65
4142,-117.98,33.65
4143,-117.98,33.65
4144,-117.98,33.64
4145,-117.98,33.61
4146,-117.99,35.16
4147,-117.99,34.18
4148,-117.99,34.16
4149,-117.99,34.15
4150,-117.99,34.14
4151,-117.99,34.13
4152,-117.99,34.12
4153,-117.99,34.07
4154,-117.99,34.06
4155,-117.99,34.05
4156,-117.99,34.04
4157,-117.99,34.0
4158,-117.99,33.98
4159,-117.99,33.97
4160,-117.99,33.95
4161,-117.99,33.94
4162,-117.99,33.94
4163,-117.99,33.93
4164,-117.99,33.92
4165,-117.99,33.9
4166,-117.99,33.9
4167,-117.99,33.89
4168,-117.99,33.89
4169,-117.99,33.88
4170,-117.99,33.88
4171,-117.99,33.87
4172,-117.99,33.87
4173,-117.99,33.86
4174,-117.99,33.86
4175,-117.99,33.86
4176,-117.99,33.85
4177,-117.99,33.85
4178,-117.99,33.84
4179,-117.99,33.84
4180,-117.99,33.83
4181,-117.99,33.82
4182,-117.99,33.82
4183,-117.99,33.82
4184,-117.99,33.81
4185,-117.99,33.8
4186,-117.99,33.8
4187,-117.99,33.79
4188,-117.99,33.79
4189,-117.99,33.79
4190,-117.99,33.78
4191,-117.99,33.77
4192,-117.99,33.77
4193,-117.99,33.76
4194,-117.99,33.76
4195,-117.99,33.75
4196,-117.99,33.75
4197,-117.99,33.74
4198,-117.99,33.73
4199,-117.99,33.73
4200,-117.99,33.72
4201,-117.99,33.72
4202,-117.99,33.72
4203,-117.99,33.71
4204,-117.99,33.71
4205,-117.99,33.71
4206,-117.99,33.7
4207,-117.99,33.69
4208,-117.99,33.69
4209,-117.99,33.68
4210,-117.99,33.68
4211,-117.99,33.68
4212,-117.99,33.67
4213,-117.99,33.67
4214,-117.99,33.67
4215,-117.99,33.66
4216,-117.99,33.66
4217,-118.0,35.05
4218,-118.0,34.16
4219,-118.0,34.16
4220,-118.0,34.15
4221,-118.0,34.14
4222,-118.0,34.14
4223,-118.0,34.13
4224,-118.0,34.13
4225,-118.0,34.12
4226,-118.0,34.12
4227,-118.0,34.1
4228,-118.0,34.08
4229,-118.0,34.08
4230,-118.0,34.07
4231,-118.0,34.03
4232,-118.0,33.97
4233,-118.0,33.95
4234,-118.0,33.94
4235,-118.0,33.94
4236,-118.0,33.94
4237,-118.0,33.93
4238,-118.0,33.91
4239,-118.0,33.89
4240,-118.0,33.89
4241,-118.0,33.89
4242,-118.0,33.88
4243,-118.0,33.88
4244,-118.0,33.87
4245,-118.0,33.86
4246,-118.0,33.85
4247,-118.0,33.85
4248,-118.0,33.84
4249,-118.0,33.84
4250,-118.0,33.83
4251,-118.0,33.83
4252,-118.0,33.82
4253,-118.0,33.82
4254,-118.0,33.82
4255,-118.0,33.81
4256,-118.0,33.81
4257,-118.0,33.81
4258,-118.0,33.81
4259,-118.0,33.79
4260,-118.0,33.77
4261,-118.0,33.77
4262,-118.0,33.76
4263,-118.0,33.76
4264,-118.0,33.76
4265,-118.0,33.76
4266,-118.0,33.75
4267,-118.0,33.74
4268,-118.0,33.73
4269,-118.0,33.71
4270,-118.0,33.68
4271,-118.0,33.66
4272,-118.0,33.66
4273,-118.01,35.12
4274,-118.01,34.55
4275,-118.01,34.16
4276,-118.01,34.15
4277,-118.01,34.15
4278,-118.01,34.13
4279,-118.01,34.13
4280,-118.01,34.12
4281,-118.01,34.12
4282,-118.01,34.11
4283,-118.01,34.11
4284,-118.01,34.11
4285,-118.01,34.1
4286,-118.01,34.1
4287,-118.01,34.09
4288,-118.01,34.08
4289,-118.01,34.07
4290,-118.01,34.07
4291,-118.01,34.06
4292,-118.01,34.05
4293,-118.01,34.05
4294,-118.01,33.97
4295,-118.01,33.96
4296,-118.01,33.95
4297,-118.01,33.95
4298,-118.01,33.94
4299,-118.01,33.94
4300,-118.01,33.93
4301,-118.01,33.93
4302,-118.01,33.92
4303,-118.01,33.91
4304,-118.01,33.9
4305,-118.01,33.9
4306,-118.01,33.89
4307,-118.01,33.89
4308,-118.01,33.89
4309,-118.01,33.87
4310,-118.01,33.86
4311,-118.01,33.85
4312,-118.01,33.84
4313,-118.01,33.83
4314,-118.01,33.83
4315,-118.01,33.83
4316,-118.01,33.82
4317,-118.01,33.82
4318,-118.01,33.81
4319,-118.01,33.81
4320,-118.01,33.8
4321,-118.01,33.79
4322,-118.01,33.79
4323,-118.01,33.78
4324,-118.01,33.78
4325,-118.01,33.77
4326,-118.01,33.77
4327,-118.01,33.76
4328,-118.01,33.76
4329,-118.01,33.75
4330,-118.01,33.74
4331,-118.01,33.73
4332,-118.01,33.71
4333,-118.01,33.7
4334,-118.01,33.69
4335,-118.01,33.67
4336,-118.01,33.67
4337,-118.01,33.66
4338,-118.02,34.62
4339,-118.02,34.57
4340,-118.02,34.17
4341,-118.02,34.15
4342,-118.02,34.14
4343,-118.02,34.14
4344,-118.02,34.13
4345,-118.02,34.12
4346,-118.02,34.12
4347,-118.02,34.11
4348,-118.02,34.11
4349,-118.02,34.1
4350,-118.02,34.1
4351,-118.02,34.09
4352,-118.02,34.09
4353,-118.02,34.08
4354,-118.02,34.07
4355,-118.02,34.06
4356,-118.02,34.05
4357,-118.02,34.05
4358,-118.02,34.05
4359,-118.02,34.04
4360,-118.02,33.98
4361,-118.02,33.97
4362,-118.02,33.96
4363,-118.02,33.96
4364,-118.02,33.95
4365,-118.02,33.95
4366,-118.02,33.95
4367,-118.02,33.95
4368,-118.02,33.94
4369,-118.02,33.93
4370,-118.02,33.93
4371,-118.02,33.92
4372,-118.02,33.91
4373,-118.02,33.91
4374,-118.02,33.9
4375,-118.02,33.9
4376,-118.02,33.9
4377,-118.02,33.89
4378,-118.02,33.86
4379,-118.02,33.85
4380,-118.02,33.84
4381,-118.02,33.81
4382,-118.02,33.8
4383,-118.02,33.79
4384,-118.02,33.78
4385,-118.02,33.77
4386,-118.02,33.76
4387,-118.02,33.76
4388,-118.02,33.75
4389,-118.02,33.74
4390,-118.02,33.73
4391,-118.02,33.73
4392,-118.02,33.72
4393,-118.02,33.71
4394,-118.02,33.65
4395,-118.02,33.62
4396,-118.03,34.58
4397,-118.03,34.16
4398,-118.03,34.16
